t,datax,datav,dataa,sigma_x,sigma_v,sigma_a,sigma_total
30.0001960215809,-0.45413651908320196,1.6633855402462525,-0.11151597252915726,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.28409672771935685
30.00132036835907,0.11956586019322477,0.9854268886401849,-1.550451132266875,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.36816757733643013
30.001461493002587,1.8920698890869154,-0.3875967371773442,-26.46190448925108,0.05458223930484057,0.02796401978952423,0.04167065356918323,1.4572351478654961
30.003070793444266,0.6711480407387694,0.11723144339860021,-5.385228665272591,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.5328278270908435
30.003939612328278,1.1463015835064003,1.45021855253144,-13.543967951078763,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.8517090081976108
30.008334867000706,2.4397071454815404,-0.8033859214411657,-40.26396313821588,0.05458223930484057,0.02796401978952423,0.04167065356918323,2.0449591639676084
30.010673235560713,1.269560880064706,-0.09740605914210683,-13.121845911974402,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.8847709871236977
30.01875323741803,0.42641845845685383,0.6559111291510963,-3.6699670438055887,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.4606493974434659
30.01937109596958,0.4610151159207923,1.377777951468896,-4.860858975545766,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.49363327621007513
30.02358664726373,1.3456455250442638,0.7906722357296139,-15.76961123447008,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.9808473620517723
30.024925697606857,0.38901191004726376,0.4478346596356365,-3.2295248082407473,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.43943141751267956
30.027285291759206,-0.19240655486905806,0.3331831060880703,0.6997135688955425,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.2448395379896901
30.027765648468588,-1.4509384730415282,0.9499535686060855,4.3288930656897975,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.0934127749516765
30.028016812916093,-0.21889432173097476,0.2269864551861727,0.5204392469324606,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.24149664035048862
30.028168478378156,0.33404041078174657,0.059068357415684586,-1.5813270950011171,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.3460792738398374
30.02858523370851,-1.2215702758493325,1.3169215401408285,3.523303548174645,0.05458223930484057,0.02796401978952423,0.04167065356918323,0.1396783760990595
