t,datax,datav,dataa,sigma_x,sigma_v,sigma_a,sigma_total
30.0001960215809,1.080598169608049,0.1553467943145799,-11.351015491960847,0.08819375727232706,0.030891790102999278,0.04295926279552464,1.2966778422191954
30.00132036835907,0.8230430548143444,0.8468619324880438,-8.633026986280028,0.08819375727232706,0.030891790102999278,0.04295926279552464,1.0986584870762972
30.001461493002587,1.559047039200506,0.16769802920633475,-20.61002224254754,0.08819375727232706,0.030891790102999278,0.04295926279552464,1.9317718891508762
30.003070793444266,0.5098789947297148,0.8757445348868466,-4.338335484352573,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.7904120818539528
30.003939612328278,2.6538907721574327,-1.3257842402331343,-52.450910679770814,0.08819375727232706,0.030891790102999278,0.04295926279552464,4.184755793466257
30.008334867000706,0.5149202922762565,1.8158906141171645,-7.54504118936724,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.8917701984255008
30.010673235560713,-0.38909909252230057,1.5403039580518814,0.24292739863998541,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.4305630252265919
30.01875323741803,1.0945969976143068,1.1738369728167521,-12.475457079692774,0.08819375727232706,0.030891790102999278,0.04295926279552464,1.325746875154097
30.01937109596958,0.32154341561168537,-0.2243824519532896,-1.694944303808607,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.5406806703269738
30.02358664726373,-0.9120898201204586,0.9159818550286013,2.9150624615579797,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.24287414035211494
30.024925697606857,0.2789750687008892,0.9025979468465086,-2.9181745496381812,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.6877238367629466
30.027285291759206,0.18738093987752244,-0.429643514839463,-0.8519662881889919,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.46820560919361914
30.027765648468588,1.2726959243822438,0.664239147060832,-12.406976194804212,0.08819375727232706,0.030891790102999278,0.04295926279552464,1.3645890773179727
30.028016812916093,-0.23787326629440203,1.5011395126784277,-0.8375241993114156,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.5117349321227047
30.028168478378156,1.7957389613111785,1.824178084987196,-26.01006433334046,0.08819375727232706,0.030891790102999278,0.04295926279552464,2.056410452797686
30.02858523370851,-0.045660087968573126,0.4391820849535867,-0.040572603494698545,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.45376083489867
30.03029617870937,-0.012122199348567897,1.175917007130321,-0.5399094098186197,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.5095659171626844
30.035765458891902,-1.2727883604243486,-0.3124288758106916,2.513763997363682,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.09199318998206242
30.041765783229458,-0.197824725743719,1.2955774651543628,-0.30460151019037457,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.48458843673533275
30.042445221193013,0.7766627463943763,1.2353483948550785,-5.332448826855513,0.08819375727232706,0.030891790102999278,0.04295926279552464,0.8418132614373393
