t,x,v,a,sigma_x,sigma_v,sigma_a
30.001200048001923,-0.19616989500688145,0.0884465722384767,0.6580515970413621,0.024835707650561634,0.033924736524361086,0.1039198520031403
30.003200128005123,-0.20254764841666897,0.1408394153442668,0.6570475478208763,0.006913215058559233,0.015274973152682645,0.02916671139765124
30.005200208008322,-0.23451886614453699,0.14073560354212744,0.6560312745028956,0.032384426905034625,0.029869053052257146,0.13181975374387903
30.00720028801152,-0.15973527825376105,0.1604091155208993,0.6550027695892929,0.07615149282040128,0.0055209023473059785,0.3356701563481107
30.00920036801472,-0.2209955472511101,0.22219918955097023,0.6539620259214518,0.011707668736166799,0.05985892657309564,0.050003914787549064
30.011200448017924,-0.2108846615302908,0.18896333522781972,0.6529090366830851,0.011706847847459028,0.03855210785706023,0.04970576509347896
30.013200528021123,-0.3607489581757362,0.10449515813595586,0.6518437954030603,0.07896064077536957,0.05004102488842071,0.2789683098935386
30.015200608024323,-0.14276338675785988,0.15028659539728767,0.6507662959581939,0.03837173645764544,0.039083603617344385,0.17170866619857958
30.017200688027522,-0.20767422542717176,0.1693538172348856,0.6496765325760641,0.023473719296747606,0.04238136062484421,0.09902909757984421
30.01920076803072,-0.1431213882744266,0.15668508312503215,0.6485744998377995,0.027128002179298234,0.040929730917160664,0.12156495123113595
30.021200848033924,-0.18296271399201494,0.15630147289015164,0.6474601926808663,0.023170884640623113,0.04609681890038084,0.09990383845125747
30.023200928037124,-0.19079372212169265,0.09667277759237165,0.6463336064018534,0.023286487678512845,0.042570496838132715,0.09828153943620477
30.025201008040323,-0.20797862196025454,0.09546596484595507,0.6451947366592303,0.012098113578301706,0.06578987041090706,0.05161031454234101
30.027201088043523,-0.3006398730707201,0.16320772350154072,0.6440435794761172,0.0956640122328899,0.02329754890360254,0.36535978073716313
30.029201168046722,-0.15509058426937053,0.04659943479449455,0.6428801312430354,0.08624589162565165,0.04114942960016607,0.3721800690498263
30.031201248049925,-0.2018556601898763,0.17650086309158097,0.641704388720648,0.028114376462048635,0.0020770920281947304,0.1192138063598966
30.033201328053124,-0.2673156317611896,0.10276225743281553,0.6405163490425013,0.05064155601672119,0.053684642309873215,0.19758554222805108
30.035201408056324,-0.22297160674476613,0.19347496559502786,0.6393160097177368,0.015712366629763694,0.022915896956272087,0.06559079210851917
30.037201488059523,-0.2423072134739257,0.20041986328558034,0.6381033686338129,0.04540120377606055,0.03574036294957352,0.18595283229179907
30.039201568062722,-0.06983318360765425,0.13150728529000172,0.6368784240592053,0.07061518506676458,0.08972624241961061,0.3383646171849251
30.041201648065925,-0.03586440716116296,0.2588491466520496,0.6356411746460966,0.07328243844607771,0.07724207312091293,0.37244893772046694
30.043201728069125,-0.19537989721443785,0.20528424243602297,0.6343916194330665,0.011288815024326784,0.030204871317778367,0.048671409954096155
30.045201808072324,-0.19682375025306748,0.16307988744782034,0.6331297578477479,0.003376410234396192,0.06805033523848868,0.01788343115297934
30.047201888075524,-0.22091538888008702,0.1840046438268934,0.631855589709493,0.07123740931067284,0.003239567506169055,0.2968178189452013
30.049201968078723,-0.2220203353783875,0.22862762061037237,0.6305691152320161,0.027219136226259134,0.03827187471875079,0.11463035423329294
30.051202048081926,-0.18858269025805094,0.2050378762598497,0.6292703350260256,0.005546129485493305,0.07388601476510374,0.02572314308634328
30.053202128085125,-0.08800856279675724,0.20197702377876267,0.6279592501018523,0.057549678871115145,0.012274934089715635,0.2748676422574782
30.055202208088325,-0.21223525984746702,0.15992706992393266,0.6266358618720425,0.0187849009172836,0.012759358575714183,0.07854007802277904
30.057202288091524,-0.19755797866484012,0.20005549887447777,0.6253001721539624,0.03003193449594025,0.0852310979088558,0.12913968291469888
30.059202368094724,-0.2012465810908464,0.1863546053822594,0.6239521831723744,0.01458468748966384,0.004156676286074699,0.06202838722535803
30.061202448097927,-0.2069412275857739,0.19309671110689094,0.6225918975620016,0.030085330611469847,0.04117115922811557,0.1275663070921632
30.063202528101126,-0.08407691156298837,0.22915329885203128,0.6212193183700885,0.09261390922544689,0.04728167137838149,0.446563832529233
30.065202608104325,-0.19440176469035042,0.24050213023773093,0.6198344490589238,0.0006748612368966961,0.02521825328592049,0.003991566176220133
30.067202688107525,-0.16845228250012745,0.1724910871226775,0.6184372935083724,0.05288554644779502,0.02706495474811199,0.2317419739822647
30.069202768110724,-0.16277433217699996,0.14715685438562068,0.6170278548132084,0.04112724560515946,0.09884107844737954,0.1806468059424154
30.071202848113927,-0.201002499942012,0.1979854067042163,0.6156060973048829,0.06104218249855112,0.024760754900236756,0.26039598422739113
30.073202928117126,-0.18259688498632637,0.1867512737799781,0.6141720038875134,0.010443179750237772,0.015217243552697572,0.04530222631389515
30.075203008120326,-0.17705153273102492,0.21811927018390465,0.6127255766504595,0.09798350619398878,0.015646448359500707,0.4300907854306445
30.077203088123525,-0.110283413615722,0.20186497717771226,0.6112668180966411,0.06640930244492153,0.030927817848896224,0.31031467741188
30.079203168126725,-0.2056860742717269,0.2173629678480718,0.6097957311440605,0.009843061793456176,0.09928382055074199,0.04406047260380276
30.081203248129928,-0.20316917955470296,0.21030401090475648,0.6083123191272901,0.03692332899977052,0.006176460092054651,0.15760830629276512
30.083203328133127,-0.19049246070426398,0.20691249356680483,0.6068165857989455,0.008568414059498526,0.010836589457823084,0.03703820085926603
30.085203408136326,-0.20491242943163707,0.19830657664356782,0.6053085353310983,0.005782414119412027,0.012961090650204628,0.0246421724137907
30.087203488139526,-0.20539091221525474,0.20972108955370536,0.6037881723166852,0.01505518477946444,0.006219238345385711,0.0641163659179724
30.08920356814273,-0.24876658175560876,0.17586184458189189,0.6022555017708713,0.07392609951837137,0.04141468801741995,0.29891872292066746
30.091203648145928,-0.15406860362273647,0.21317360649256925,0.6007105291323958,0.03599221041973543,0.0060099279373027545,0.161456479641943
30.093203728149128,-0.20405048481334195,0.23619755130388947,0.5991532602648625,0.023031938547989378,0.02254061681658999,0.09885770305986981
30.095203808152327,-0.2305824794797374,0.20260540373541921,0.5975837014580234,0.05285611131094579,0.010484303178724407,0.21906690914753876
30.097203888155526,-0.1728659657604174,0.1810632372042167,0.5960018594290208,0.01718091447842307,0.02287709670023906,0.07514536799310063
30.09920396815873,-0.3290999311274906,0.2183796465358334,0.5944077413235944,0.0881520077681367,0.021687380467426767,0.33166062344077096
30.10120404816193,-0.21960508252971664,0.15047744684643716,0.5928013547172765,0.01620419846973975,0.08859483411232219,0.06905016030987371
30.103204128165128,-0.19256638458820097,0.22069723523621204,0.5911827076165227,0.019254114020815827,0.03184350791977016,0.08335144601851584
30.105204208168328,-0.2341631316734924,0.2316187752394329,0.5895518084598448,0.03384610001529794,0.03355074228312268,0.14084188607697892
30.107204288171527,-0.22783458417876148,0.10459166676185497,0.5879086661188957,0.030583814442043396,0.0547919581501979,0.12464830083338564
30.10920436817473,-0.15471568522681783,0.26131989987120985,0.5862532898995234,0.05154997612479755,0.05522259139274981,0.2335968050199809
30.11120444817793,-0.14303996699712657,0.1990425544129384,0.5845856895428119,0.04656400595580993,0.021677080523626466,0.21052429637028358
30.11320452818113,-0.15027769062310448,0.22531847788216197,0.5829058752260581,0.04196087616113193,0.011128746361242649,0.18945063724024314
30.115204608184328,-0.1657847357054505,0.17128046297954555,0.5812138575637507,0.01546061879256073,0.08409843919927054,0.0686716372965213
30.117204688187527,-0.1619156580233531,0.21470362555261507,0.5795096476085032,0.016563171570178198,0.023901890759614172,0.07378178875823668
30.11920476819073,-0.28584293047217135,0.3509877966951078,0.5777932568519538,0.04877725635611796,0.07198040653994137,0.1984451477272294
30.12120484819393,-0.17076590974695724,0.2324442025975816,0.576064697225655,0.0239587118922645,0.006991067925910544,0.1061693954588127
30.12320492819713,-0.18601229114957574,0.24215327324422575,0.5743239811018983,0.009282948833190856,0.011924946283652708,0.04062381420116534
30.12520500820033,-0.22197752179780927,0.2391976911482348,0.5725711212945408,0.05531674870030141,0.044278854084752246,0.2333649580171108
30.127205088203528,-0.14664805406118098,0.28889339691975735,0.5708061310597872,0.05981033120403354,0.08908423932334258,0.2748166839118418
30.12920516820673,-0.24999404877051487,0.263281538773662,0.5690290240969405,0.040626291119709904,0.06823381629502709,0.16784814478413043
30.13120524820993,-0.29797439500651635,0.23660855166573921,0.5672398145491389,0.06781200142854114,0.002623692803152472,0.264649627024345
30.13320532821313,-0.1764744278235859,0.25237339483514903,0.5654385170040335,0.0036005060790166923,0.013816764752210867,0.015975626751428836
30.13520540821633,-0.15380528597535692,0.24160183849096586,0.5636251464944635,0.05017664489460121,0.021687484298048114,0.22657470121471127
30.13720548821953,-0.17533127434820076,0.2639773097726456,0.561799718499091,0.018081801252381707,0.010783438546680929,0.08033700093443147
30.13920556822273,-0.20570677932761194,0.2573914102167756,0.5599622489430023,0.032255987730256216,0.017627312136830997,0.13886453349493397
30.14120564822593,-0.16340188971117778,0.216459112325205,0.5581127541983,0.018069780275420697,0.022045109430542775,0.0803959004090534
30.14320572822913,-0.12404239132847186,0.23284184444746453,0.5562512510846296,0.07690182832329846,0.05582254275920238,0.35688624729070867
30.14520580823233,-0.17572010374930302,0.26342333854861966,0.5543777568697117,0.001791301955497577,0.049393079120325464,0.008705714990907925
30.14720588823553,-0.2674890770127945,0.24594150750955907,0.5524922892698307,0.07823218279070032,0.022960209079976465,0.31569305803332276
30.149205968238732,-0.2305963650969121,0.27754499377384,0.5505948664502904,0.13098725520448723,0.04588840988975687,0.5527044151146169
30.15120604824193,-0.13997074557089229,0.2594968142971915,0.5486855070258614,0.04109512521876119,0.015519806823775684,0.18884374044720967
30.15320612824513,-0.1681304061242484,0.2035739898532636,0.5467642300611648,0.004352353411908562,0.03284177343472152,0.01952393644267826
30.15520620824833,-0.17829165891833873,0.3183896056849371,0.5448310550710627,0.014950367523293373,0.0539157533314614,0.06705590384171682
30.15720628825153,-0.17405615817353357,0.24149373863568857,0.5428860020210011,0.004588038826775115,0.017945879187032977,0.020365455926172685
30.159206368254733,-0.18847772779655636,0.22051499883218265,0.5409290913273286,0.09937844573004465,0.051989661226411736,0.43154541746298314
30.161206448257932,-0.16888651089085255,0.19719946935432506,0.5389603438575997,0.010983594391875597,0.09243315344832752,0.04944252339610239
30.16320652826113,-0.18177550436438725,0.30652309401235917,0.5369797809308203,0.017855628575587323,0.06538212905467203,0.07963030036128368
30.16520660826433,-0.38475734108217574,0.2510767750777113,0.5349874243176983,0.07389470223707581,0.013683005960625095,0.2647569710715073
30.167206688267534,-0.13947364603141968,0.20381701610153874,0.5329832962408454,0.02591351091368237,0.07834273536068931,0.11784955836311391
30.169206768270733,-0.09732070518907178,0.24416835154863334,0.5309674193749748,0.040424680144659386,0.029954487963190453,0.19302577956991587
30.171206848273933,-0.1847200627633978,0.24216612391102754,0.528939816847035,0.02508785217922683,0.008783685624588967,0.10988786702749606
30.173206928277132,-0.2176608253590234,0.21820725112483993,0.5269005122363518,0.04577010588510371,0.048424182348094785,0.1930316803162714
30.17520700828033,-0.17057520347891725,0.174401523312314,0.5248495295747286,0.016437555482984225,0.0690884594283852,0.07241535588975243
30.177207088283534,-0.1727677332474276,0.2507287077169157,0.5227868933465174,0.02648801018835194,0.0385025054458793,0.11766580951992138
30.179207168286734,-0.1417301997258584,0.3121568423248206,0.5207126284886824,0.025663371655667806,0.07530736203874733,0.11907875338137075
30.181207248289933,-0.16648870436559088,0.27533323213807537,0.5186267603908029,0.004853877467402019,0.021942499523908573,0.021839138244876825
30.183207328293133,-0.20461570687768343,0.3357930164748061,0.5165293148950836,0.04843224952664446,0.05695307538081756,0.21251860206097464
30.185207408296332,-0.21197809069718498,0.39233476304743475,0.514420318296325,0.03510265469386762,0.12290847152745094,0.1549204077381174
30.187207488299535,-0.15098580437946757,0.2403578279833705,0.5122997973418637,0.016383107329888413,0.049038242183126884,0.07422964606394916
30.189207568302734,-0.15288103544697124,0.26741228438215564,0.5101677792315107,0.019605407656607884,0.00568284212495201,0.0891143427540001
30.191207648305934,-0.086492512225064,0.26572116035178417,0.5080242916174239,0.07317574740660593,0.07995616204183671,0.3546876652458109
30.193207728309133,-0.17789780557494653,0.19694290451766772,0.5058693626039938,0.014806013853228803,0.033656684611648426,0.06474651076656004
30.195207808312333,-0.1390271592250964,0.25178343176396933,0.5037030207476885,0.013052763608994468,0.01525427023533765,0.05993933451638725
30.197207888315535,-0.16292866467699302,0.268012357133687,0.5015252950568694,0.0002556728321230445,0.02000598306505655,0.0015947763094651035
30.199207968318735,-0.15361668766845984,0.2673205808424316,0.49933621499160746,0.011729356668757346,0.02915828586279782,0.05329203620589258
30.201208048321934,-0.2965332341400293,0.3093677974028885,0.49713581046343125,0.07076853710252072,0.07028237987539819,0.2819484384381059
30.203208128325134,-0.17747033004195256,0.27900789204414495,0.4949241118350951,0.021032266138267953,0.010036927037919474,0.09356286206461793
30.205208208328333,-0.133549643259764,0.08919090204035932,0.49270114992030034,0.017135725826338474,0.10513003459605111,0.07738455685955062
30.207208288331536,-0.12639873393807755,0.2937936571389317,0.4904669559833955,0.04011386346108095,0.033676982394862144,0.18817139925591878
30.209208368334735,-0.16359994186003832,0.2849727062171801,0.48822156173907294,0.008064285583300457,0.04291080158858134,0.03645742208374923
30.211208448337935,-0.16912203534162226,0.29531166600967673,0.4859649993520012,0.020202542840726923,0.027313200458873244,0.09094508697407036
30.213208528341134,-0.14859380440912456,0.30928425200166354,0.4836973014364773,0.09430929506052652,0.02814553301425426,0.43442443331721536
30.215208608344334,-0.15303678364126505,0.27945596750128165,0.4814185010560339,0.008728890641591948,0.005372244089712471,0.03977563641143178
30.217208688347537,-0.1408467566777359,0.28597291430324956,0.47912863172302667,0.01287751953613822,0.0038432703501831015,0.05946579938546981
30.219208768350736,-0.1580996429703785,0.22373318462143604,0.4768277273982176,0.003722295788308361,0.06567365806626184,0.017539139197012558
30.221208848353935,-0.3104692434923342,0.2501628093360347,0.4745158224902989,0.09593856076495208,0.03482305448933442,0.3710388177931328
