t_clean,x_clean,v_clean,a_clean,t_noisy,x_noisy,v_noisy,a_noisy,sigma_total
0.0,0.5,0.5,-3.5225635417193537,0.005684521142679255,2.3607546931812995,-0.8415401595838845,-36.262047485806384,1.0243429582149144
0.05005005005005005,0.525025025025025,0.3236955184324648,-3.5850663335432826,0.05145943631189587,-1.3536692246116775,0.27661427029936064,3.7302425819224663,0.1177573316925262
0.1001001001001001,0.5412260019235468,0.14426276900587406,-3.5967078627949616,0.08018266846179234,-0.19300614096528024,0.0015864011837462898,0.9758924163430506,0.13090599886692733
0.15015015015015015,0.5484463607326495,-0.03575263954242233,-3.5429216428647954,0.1280734651678661,-0.31490759216963843,0.17103963310988335,1.2750254169401596,0.1252813453311031
0.2002002002002002,0.5466569393341298,-0.2130760450912109,-3.4114671119525743,0.20823699910141324,1.5716990376840019,0.5910785077546156,-18.077413050004974,0.6001042522049097
0.2502502502502503,0.535992472612848,-0.38382014478853693,-3.1953375194903453,0.2597134745750296,-0.3402811022427174,0.12295269371711162,1.5934641551245499,0.12275945896685013
0.3003003003003003,0.5167822551559642,-0.5437469475658315,-2.8956418218067586,0.3080509399510767,-1.498042063559121,0.6765863177985056,4.333629276929129,0.09715102627587796
0.3503503503503504,0.4895676932157324,-0.688673965674278,-2.523304743318471,0.3393609902393957,-0.07718609128313392,-0.5385315696251924,0.4476893010033606,0.13337320823438967
0.4004004004004004,0.4550995267655683,-0.8149654943688962,-2.098468748824312,0.38210534674531504,-0.006507468394506325,1.5290089589308942,-1.3005688147637713,0.30218510495927414
0.45045045045045046,0.4143104629833413,-0.919993960276019,-1.647258015595437,0.4300757804028221,-0.14020267122640867,-0.24177931698135652,0.7069414100974656,0.133350961200213
0.5005005005005005,0.3682647192257828,-1.0024393064019168,-1.1968027343086751,0.48676943185227417,1.5713580867143166,0.27120760164545404,-16.943766930528653,0.5696340820639645
0.5505505505505506,0.3180925817682294,-1.0623393431541028,-0.7703176816433421,0.533191508997638,1.9676145327397951,-0.14358378427036234,-26.335934745873086,0.7778740320509859
0.6006006006006006,0.26492244447322927,-1.1008937816747906,-0.38390691243856434,0.5578698372022239,1.4420145755666476,0.8199191920327433,-17.0484409212537,0.5869485698788655
0.6506506506506506,0.20982265560061714,-1.120108341856901,-0.04575467002688005,0.6041265728138678,2.0226905572531217,-0.04873570504887215,-27.443634055269545,0.8016165772712434
0.7007007007007008,0.15376117702920067,-1.1223983653817697,0.2427502069302444,0.696662517188118,2.1812322625953113,0.8620185439223412,-35.20985634255883,0.9589167323278244
0.7507507507507508,0.09758508266574872,-1.110248705375251,0.48495242281239526,0.7567626364379132,1.2295588748298207,0.4163971435803618,-11.153397877121098,0.44289324555312287
0.8008008008008008,0.042017079393714137,-1.0859768123415976,0.6868290446489592,0.7850376918804525,-0.8032249593972678,1.0359824101381092,3.226242218937958,0.11564505513940522
0.8508508508508509,-0.012336114417176636,-1.0516009842810892,0.8553452945071319,0.8091910303958394,3.323085619624709,1.176064922247527,-92.1599666994214,2.074635794734296
0.9009009009009009,-0.06496879631312705,-1.0087909094809324,0.9973898460948225,0.848312863972811,0.18763799082696464,-0.16434331308507208,-0.751754884929209,0.17710572447337733
0.9509509509509511,-0.11545883182268322,-0.9588714977644748,1.119201122567633,0.8833834269172336,-0.481930736557163,-0.6725769541547932,1.9247588431488116,0.09104162035382972
1.001001001001001,-0.16345039827736163,-0.9028554255638925,1.226129975826377,0.9499489451675835,0.5185416425148189,1.0193102096064608,-4.738691318073236,0.3355239739732809
1.0510510510510511,-0.2086383575147937,-0.8414875589059156,1.3225971564182568,1.0308996639916634,-0.6634742686884612,1.3352009366925137,2.623078610703712,0.16957105462778294
1.1011011011011012,-0.25075485195452923,-0.775291505031128,1.4121430659080285,1.075057931395751,-0.40084942249808564,0.7942254021922361,2.198741761176053,0.12702238518001377
1.1511511511511512,-0.2895582305847158,-0.7046136739046001,1.4975051142400484,1.1361127691547068,0.49322332402755786,0.18301982847045958,-3.0710982020877227,0.24296267175750652
1.2012012012012012,-0.3248241802295907,-0.6296634679866797,1.5806857021871807,1.1943650366069147,-0.40465629557990285,1.0925162451923858,1.8831860323000673,0.17514802904876603
1.2512512512512513,-0.3563388683170121,-0.5505500694788128,1.6629914276729385,1.2547783856492634,0.042299338788229626,-0.20229548548611892,0.3111835608706359,0.1462826206346604
1.3013013013013013,-0.3838939268494852,-0.46731726529097806,1.7450345130934162,1.3160687241850044,0.5067295477850691,1.018823711128474,-4.34110370199102,0.3268548945169335
1.3513513513513515,-0.4072831793665512,-0.3799782005715878,1.8266939015987178,1.3467419283681947,2.387659794784743,-0.8381959651512128,-38.746991053751216,1.0837117445525613
1.4014014014014016,-0.4263011073230871,-0.2885520793704508,1.90703872895799,1.3881122918767363,0.8512835298954908,0.706521769778926,-7.233636347043479,0.3604202623098246
1.4514514514514516,-0.4407431533376242,-0.19310469553871956,1.9842231719095054,1.43748908279262,0.7166560484122183,0.26425836887029347,-5.040842824566765,0.2955221138326585
1.5015015015015016,-0.4504080530142368,-0.09379422647417975,2.0553707333771465,1.473118645974042,0.8067295148393095,0.36441202869636147,-6.086261453749257,0.32404993901073353
1.5515515515515517,-0.4551024587436752,0.009077181602754517,2.1164788328739985,1.5732634392210842,1.2579586417772248,0.1383839510551746,-11.512548892585967,0.4490092559696997
1.6016016016016017,-0.454648145350144,0.11500705311796966,2.162390618187853,1.6106341647419642,1.303146657602093,-0.5927590707490316,-10.984970909662653,0.45513975832472053
1.6516516516516517,-0.4488920365854808,0.22323481178603038,2.186896908998373,1.6761680277946667,0.6376730044147834,0.39414532851432404,-4.73330634449197,0.2970587094368213
1.7017017017017018,-0.4377191230826765,0.3326891115356987,2.183039585340979,1.726603370463442,2.7310371664093824,0.6092337407925971,-53.84049607067586,1.3391215022342933
1.7517517517517518,-0.4210680163992081,0.4419503520432552,2.143676351442328,1.750207820539934,-0.9953208095262356,0.32245412222011083,3.8190098510442927,0.09741914389559868
1.8018018018018018,-0.3989483791598059,0.5492414607240524,2.062321697468519,1.7767149991270548,-1.033425883482167,0.18085768334069113,3.674644001617104,0.10225646672730461
1.8518518518518519,-0.3714588165610045,0.652460764901656,1.9341929040015007,1.85477216354899,1.815683000405181,0.09255153893326347,-22.85911414028595,0.7026582086478752
1.9019019019019021,-0.33880312262198264,0.7492672165533828,1.7572762131791828,1.8899645824686007,-0.3657144225423565,0.6596961060525808,2.035506852462377,0.13006469839377624
1.9519519519519521,-0.30130226093262413,0.8372189789747633,1.5331305532759099,1.9165539906561002,1.2993947795229281,0.08005534191747428,-12.368953570809683,0.4658946853757795
2.002002002002002,-0.2593994091320854,0.9139522398994835,1.2671305209644617,1.9488211538859268,1.2275455936796131,-0.2257536500572065,-11.246670964028633,0.44513382020669284
2.052052052052052,-0.21365605378176092,0.9773721858937008,0.9679676130227015,2.0054180715175174,0.1868305628611378,0.41653886464506873,-0.9889543606657694,0.20056972068825457
2.1021021021021022,-0.16473852696025437,1.0258190133723144,0.6464634868947037,2.0550357674779915,1.3955872226221406,-0.09934239943117112,-14.22077585367487,0.5116941726898919
2.1521521521521523,-0.11339623399867707,1.0581745432469243,0.31400074821098367,2.13877409229396,2.4957888791137957,0.01617913420274504,-44.084212736592455,1.1486161615076154
2.2022022022022023,-0.06043454514747965,1.0738902964106372,-0.018988749828452445,2.2015849757020867,1.4307275224768594,1.2630893116164226,-17.90753918787878,0.6259117586015865
2.2522522522522523,-0.0066862820638641796,1.0729399085313351,-0.34409350109795717,2.275809820624014,1.3456148756392972,-0.11597404863568453,-12.611828578831751,0.4722429360113245
2.3023023023023024,0.04701441405882527,1.0557180115794855,-0.655366853139873,2.3232750559094404,1.210005447368222,1.2241658281566878,-13.06987672574433,0.5130789890228007
2.3523523523523524,0.09985315337711784,1.022916867778691,-0.9491901957772431,2.3718823805527647,-0.21645768438668989,0.6916760557683903,1.1090950022126302,0.15235591710165686
