t,x_clean,v_clean,x_noisy,v_noisy
0.0,0.0,1.0,0.024835707650561634,0.9046096221061304
0.010003334444814937,0.009977494362321503,0.9947516211367956,0.0030642793037622693,0.9517323705978205
0.020006668889629875,0.01990003393952341,0.9890136873904899,0.05228446084455804,0.9683334107194077
0.030010003334444812,0.029762751002441606,0.9827921120959882,0.10591424382284288,1.0771764949629976
0.04001333777925975,0.039560837891211176,0.9760929459597961,0.027853169155044377,1.003920602186484
0.05001667222407469,0.04928954754626221,0.968922366907511,0.037582699698803186,0.9021482884525165
0.060020006668889625,0.05894419577218979,0.9612866618523447,0.13790483654755936,0.9855884763232265
0.07002334111370456,0.06852016196130897,0.9531922192088148,0.10689189841895441,0.8758270197618965
0.0800266755585195,0.07801288905967967,0.9446455227136721,0.05453916976293206,0.9987800754080257
0.09003001000333444,0.08741788581052617,0.9356531363634217,0.1145458879898244,0.9120969037725278
0.10003334444814937,0.09673072749010639,0.9262216991005159,0.07355984284948328,0.9215398896635574
0.11003667889296431,0.105947055343614,0.9163579236130932,0.08266056766510116,0.9826477559902027
0.12004001333777925,0.1150625780079147,0.9060685885742236,0.1271606915862164,0.841710410145011
0.1300433477825942,0.12407307304231224,0.8953605314068049,0.02840906080942235,0.8255046221511554
0.14004668222740912,0.13297438662617836,0.8842406496615962,0.04672849500052671,0.855060683344296
0.15005001667222406,0.14176243320689114,0.8727159030946816,0.1136480567448425,0.9246348456456475
0.160053351117039,0.15043319784349576,0.8607933073317382,0.09979164182677458,0.784826003557896
0.17005668556185394,0.15898273664703422,0.848479933312257,0.1746951032767979,0.7068721534067285
0.18006002000666887,0.16740717596944366,0.8357829146622344,0.1220059721933831,0.8132249717417844
0.1900633544514838,0.175702713494642,0.8227094492276569,0.10508752842787741,0.8502964892232029
0.20006668889629875,0.1838656200933707,0.8092667974248812,0.25714805853944844,0.8692798849118226
0.2100700233411137,0.19189223976232397,0.7954622862911412,0.18060342473799718,0.7723042181868713
0.22007335778592862,0.19977898904444938,0.7813033207417635,0.20315539927884557,0.7607319903859633
0.23007669223074356,0.2075223594509587,0.7667973845441698,0.13628495014028585,0.8244924212569572
0.2400800266755585,0.21511891840911843,0.7519520418657945,0.1878997821828593,0.6584649568810235
0.25008336112037344,0.2225653089614401,0.7367749479930954,0.2281114384469334,0.7173489092339449
0.2600866955651884,0.22985825058866702,0.7212738585088708,0.17230857171755187,0.7307950530051237
0.2700900300100033,0.23699454175200255,0.7054566317944553,0.25577944266928615,0.727917567858707
0.28009336445481825,0.24397106022168405,0.6893312333838085,0.2139391257257438,0.6638408987242644
0.2900966988996332,0.25078476309955156,0.6729057515913426,0.2362000756098877,0.6746278021766346
0.3001000333444481,0.2574326894004465,0.6561884024048834,0.22734735878897666,0.531772034734234
0.31010336778926306,0.2639119615723838,0.6391875326513422,0.35652587079783066,0.6062751120346498
0.320106702234078,0.2702197858045498,0.6219116312461195,0.2695449245676531,0.6445870668738428
0.33011003667889294,0.2763534534294229,0.6043693407711976,0.2234679069816279,0.5552546390584636
0.3401133711237079,0.282310343889822,0.5865694608088078,0.32343758949498147,0.5895186718882877
0.3501167055685228,0.28808792539807115,0.5685209528653804,0.22704574289952004,0.5908645779055153
0.36012004001333775,0.2936837559131508,0.550232955734083,0.3041269356633886,0.5331054956911948
0.3701233744581527,0.29909548626150956,0.531714789285935,0.2011119800675208,0.5402379778357635
0.3801267089029676,0.3043208617282223,0.5129759571314956,0.23791155928330077,0.464839328867265
0.39013004334778256,0.30935772305600207,0.4940261580294023,0.31920078484945824,0.4836955940446
0.4001333777925975,0.3142040089580872,0.4748752931114239,0.3511273379578577,0.505386101590885
0.41013671223741244,0.3188577588552082,0.45553346631131747,0.3274261729147067,0.4633821143597392
0.4201400466822274,0.32331711391185114,0.4360109901974842,0.3175346997924391,0.4066844267192874
0.4301433811270423,0.32758031910989327,0.4163183953185559,0.31252513433042883,0.4275292155330956
0.44014671557185725,0.3316457265873283,0.39646642797832954,0.25771962706895696,0.4321969175101604
0.4501500500166722,0.3355117968309296,0.37646605184352044,0.29951958641119414,0.2739689879146465
0.4601533844614871,0.3391771006987511,0.3563284558508737,0.3161451621507617,0.4142821590986686
0.47015671890630206,0.342640322597867,0.3360650499132972,0.3954964339088128,0.3192523129792436
0.480160053351117,0.34590026212957137,0.31568746276900694,0.36308117660799444,0.3369619594310185
0.49016338779593194,0.3489558359472714,0.29520754597024446,0.2608038281791347,0.35506989215250584
0.5001667222407469,0.35180608066443264,0.2746373679819093,0.3680102791341724,0.206053683120386
0.5101700566855618,0.354450154764765,0.25398920742441117,0.33519604074394915,0.21851715730303384
0.5201733911303767,0.3568873402684738,0.23327555301196384,0.3230412402531759,0.2188481182181786
0.5301767255751917,0.35911704535455363,0.2125090948322689,0.389700859796597,0.17332141877604748
0.5401800600200066,0.3611388062040944,0.19170271283737936,0.41268878232889195,0.27844954162921975
0.5501833944648216,0.36295228849999445,0.17086947295597757,0.4095162944558044,0.12803086826463794
0.5601867289096365,0.36455728969773543,0.15002261396894823,0.3225964135366035,0.1222452749946049
0.5701900633544514,0.3659537404994879,0.12917553194376719,0.3504931217069272,0.13939498352391602
0.5801933977992664,0.3671417062015815,0.10834177241584073,0.38370487777175966,0.04823429611203628
0.5901967322440813,0.368121388455913,0.08753501146759018,0.416898644812031,0.06775097587977699
0.6002000666888962,0.3688931261894216,0.06676903781524136,0.3449344142971571,0.08264170087775011
0.6102034011337112,0.36945739677695955,0.046057740038752015,0.3601744479437687,0.029414719819626466
0.6202067355785261,0.3698148170122199,0.025415081633683237,0.3144980683119185,0.02074573868868582
0.6302100700233411,0.36996614353199897,0.004855083151981066,0.3101558123279654,-0.02161152247043749
0.640213404468156,0.3699122735456618,-0.01560819923679612,0.4105385646653717,-0.09133171469583448
