t,x_clean,v_clean,x_noisy,v_noisy
0.0,0.5,0.5,0.5248357076505616,0.40460962210613044
0.010003334444814937,0.5048252806315695,0.4647209397700641,0.49791206557301027,0.421701689231089
0.020006668889629875,0.5092972726885516,0.4293683697295348,0.5416816995935863,0.4086880930584526
0.030010003334444812,0.5134153181544872,0.39395791466095664,0.5895668109748884,0.48834229752796615
0.04001333777925975,0.5171789210509892,0.3585063237291493,0.5054712523148224,0.38633397995583724
0.05001667222407469,0.5205877577210595,0.3230314655247166,0.5088809098736005,0.25625738706972206
0.060020006668889625,0.5236416900589506,0.2875523059149167,0.6026023308343201,0.31185412038579857
0.07002334111370456,0.5263407740027662,0.2520888855258955,0.5647125104604117,0.1747236860789772
0.0800266755585195,0.5286852714964351,0.2166622980123446,0.5052115521996875,0.2707968507066983
0.09003001000333444,0.5306756612387428,0.18129464455257652,0.557803663418041,0.1577384119616826
0.10003334444814937,0.5323126468391958,0.14600900196800412,0.5091417621985727,0.1413271925310456
0.11003667889296431,0.5335971683282796,0.11082937052962474,0.5103106806497668,0.17711920290673427
0.12004001333777925,0.5345304097203868,0.0757806140829169,0.5466285232986885,0.011422435653704405
0.1300433477825942,0.5351138078577548,0.04088840644117447,0.43944979562486486,-0.028967502814475098
0.14004668222740912,0.5353490604852235,0.006179147380024244,0.4491031688595718,-0.023000818937276
0.15005001667222406,0.5352381322333991,-0.02832010374381215,0.5071237557713505,0.02359883880715368
0.160053351117039,0.5347832618595805,-0.06258172285988588,0.48414170584285926,-0.13854902663372803
0.17005668556185394,0.5339869664663945,-0.09657760990527332,0.5496993330961583,-0.23818538981080184
0.18006002000666887,0.5328520465769304,-0.13027929064227015,0.48745084280086987,-0.15283723356272008
0.1900633544514838,0.5313815886161545,-0.16365802348368255,0.4607664035493899,-0.13607098348813654
0.20006668889629875,0.529578967889033,-0.1966849082329435,0.6028614063351108,-0.13667182074600204
0.2100700233411137,0.5274478484250846,-0.2293310128506532,0.5161590334007579,-0.2524890809549231
0.22007335778592862,0.5249921840906006,-0.26156747541991665,0.5283685943249967,-0.28213880577571676
0.23007669223074356,0.5222162161466137,-0.29336565553046745,0.4509788068359409,-0.2356706188176801
0.2400800266755585,0.5191244701887873,-0.32469723954289503,0.4919053339625281,-0.4181843245276661
0.25008336112037344,0.5157217546468266,-0.35553436249095854,0.5212678841323198,-0.374960401250109
0.2600866955651884,0.5120131519930778,-0.3858497708777534,0.45446347312196267,-0.3763285763815005
0.2700900300100033,0.5080040137328746,-0.41561690970534737,0.5267889146501582,-0.39315597364109567
0.28009336445481825,0.5036999557898155,-0.4448100459340445,0.47366802129387525,-0.47030038059358864
0.2900966988996332,0.49910684383306114,-0.4734044273490668,0.4845221563433973,-0.4716823767637747
0.3001000333444481,0.4942307855049665,-0.5013763579716966,0.4641454548934967,-0.625792725642346
0.31010336778926306,0.48907812261306943,-0.5287033009116506,0.5816920318385164,-0.561615721528343
0.320106702234078,0.48365541606025536,-0.5553639985211654,0.48298055482335867,-0.532688562893442
0.33011003667889294,0.4779694281726123,-0.5813385727120283,0.42508388172481726,-0.6304532744247623
0.3401133711237079,0.47202711582731055,-0.6066085637456284,0.5131543614324701,-0.6036593526661486
0.3501167055685228,0.4658356166342879,-0.6311570251578815,0.40479343413573676,-0.6088134001177467
0.36012004001333775,0.4594022252635327,-0.6549685917223196,0.4698454050137705,-0.6720960517652078
0.3701233744581527,0.45273438080628964,-0.6780295148065578,0.35475087461230087,-0.6695063262567292
0.3801267089029676,0.44583965495336586,-0.700327689774781,0.3794303525084443,-0.7484643180390116
0.39013004334778256,0.4387257347234606,-0.7218526953132619,0.4485687965169168,-0.7321832592980643
0.4001333777925975,0.43140039627544724,-0.7425957965618791,0.46832372527521776,-0.712084988082418
0.41013671223741244,0.4238714970450771,-0.7625499452517168,0.43243991110457564,-0.7547012972032952
0.4201400466822274,0.41614695937771057,-0.7817097735207613,0.4103645452582985,-0.811036336998958
0.4301433811270423,0.40823475046045143,-0.8000715678204998,0.393179565680987,-0.7888607476059601
0.44014671557185725,0.4001428618435691,-0.817633225054122,0.32621676232519775,-0.7819027355222911
0.4501500500166722,0.39187930193558945,-0.8343942299173125,0.355887091515854,-0.9368912938461864
0.4601533844614871,0.383452078589397,-0.8503556038560954,0.36042014004140766,-0.7924019006083005
0.47015671890630206,0.3748691785010579,-0.8655198200821125,0.4277252898120037,-0.8823325570161661
0.480160053351117,0.36613855589387795,-0.8798907543826912,0.383319470372301,-0.8586162577206796
0.49016338779593194,0.35726812211546105,-0.893473625348377,0.26911611434732435,-0.8336112791661157
0.5001667222407469,0.3482657311761875,-0.906274912419775,0.3644699296459272,-0.9748585972812983
0.5101700566855618,0.3391391620535716,-0.9183022386738249,0.31988504803275575,-0.9537742887952022
0.5201733911303767,0.32989611375791145,-0.9295643341082535,0.2960500137426135,-0.9439917689020387
0.5301767255751917,0.32054419450515287,-0.9400709421089426,0.35112800894719626,-0.979258618165164
0.5401800600200066,0.3110909098819963,-0.9498327143842886,0.36264088600679384,-0.8630858855924481
0.5501833944648216,0.30154365222775004,-0.9588611105019142,0.34810765818356,-1.0016997151932538
0.5601867289096365,0.29190969726106697,-0.967168354995694,0.24994882109993505,-0.9949456939700373
0.5701900633544514,0.28219619624993986,-0.9747673363532979,0.26673557745737914,-0.9645478847731491
0.5801933977992664,0.27241016739365537,-0.9816714943802713,0.2889733389638336,-1.0417789706840759
0.5901967322440813,0.2625584908371844,-0.987894752437544,0.31133574719330237,-1.0076787880253573
0.6002000666888962,0.2526479063063401,-0.9934514626285013,0.2286891944140756,-0.9775787995659925
0.6102034011337112,0.24268500933586426,-0.998356322506763,0.2334020605026734,-1.0149993427258885
0.6202067355785261,0.23267624610192802,-1.0026242664677256,0.1773594974016266,-1.007293609412723
0.6302100700233411,0.22262791157533185,-1.0062704244649738,0.16281758037129831,-1.0327370300873924
0.640213404468156,0.21254614908812008,-1.0093100704581939,0.25317244020783,-1.0850335859172322
0.6502167389129709,0.20243694969837572,-1.011758558076799,0.2702489511269169,-0.995678897509837
0.6602200733577859,0.19230615064970322,-1.0136312323429235,0.18870564457068653,-0.9258845787605614
0.6702234078026008,0.18215943493653847,-1.0149433988495198,0.23233607983113969,-1.014023317310348
0.6802267422474157,0.17200233255339084,-1.01571029125448,0.19008413380577255,-1.0044470853921026
0.6902300766922307,0.16184022255708846,-1.0159470207818677,0.12958423482683223,-0.9813108830260248
0.7002334111370456,0.1516783342947743,-1.015668518657396,0.16974811457019498,-1.0791350434847309
0.7102367455818606,0.1415217483094703,-1.0148895032177039,0.2184235766327688,-0.9297637703112236
0.7202400800266755,0.13137539746243568,-1.013624470550501,0.1295840955069381,-1.003508030729361
0.7302434144714904,0.1212440719984831,-1.011887655148416,0.1994762547891834,-0.9302948101939605
